vm_id,job_id,task_index,start_time,end_time,total_end_time,duration,cpu_max,cpu_min,cpu_avg,cpu_std,cpu_p95,cpi,mai,mem_max,mem_min,mem_avg,mem_assigned,mem_page_cache,mem_canonical,priority,true_cluster,is_ml_set
vm_00012,12,0,0.04,300.04,5698.13,5698.09,0.0381,0.001,0.005,0.01839,0.03258,1.3617,0.0227,0.0645,0.0295,0.0445,0.07095,0.01415,0.04228,116,1,True
vm_00013,13,0,0.04,300.04,2425.69,2425.65,0.11315,0.002,0.02234,0.05045,0.09297,1.4435,0.0265,0.01056,0.00256,0.00556,0.01162,0.00105,0.00534,239,3,True
vm_00014,14,0,0.04,300.04,11722.63,11722.59,0.12156,0.002,0.03193,0.04979,0.10164,1.9375,0.0331,0.01581,0.00781,0.01081,0.01739,0.00383,0.01038,174,3,True
vm_00015,15,0,0.04,300.04,785.11,785.07,0.16155,0.002,0.05395,0.05978,0.13764,1.4649,0.0104,0.01166,0.00366,0.00666,0.01283,0.00356,0.0064,227,3,True
vm_00016,16,0,0.05,300.05,644.06,644.01,0.10815,0.002,0.02136,0.04822,0.08886,1.309,0.0456,0.01488,0.00688,0.00988,0.01637,0.00569,0.00949,252,3,True
vm_00017,17,0,0.06,300.06,6559.65,6559.59,0.07266,0.002,0.01,0.03481,0.05873,1.8517,0.0197,0.01592,0.00792,0.01092,0.01752,0.00101,0.01049,110,3,True
vm_00018,18,0,0.06,300.06,407.86,407.79,0.64658,0.2811,0.40293,0.12183,0.59785,1.1092,0.0238,0.01269,0.00069,0.00469,0.01332,0.00229,0.0046,240,2,True
vm_00019,19,0,0.07,300.07,4216.82,4216.74,0.08512,0.019,0.04545,0.02204,0.07851,1.878,0.0631,0.07102,0.03602,0.05102,0.07812,0.01355,0.04847,223,1,True
vm_00020,20,0,0.08,300.08,7305.23,7305.15,0.15045,0.03694,0.07748,0.04054,0.13424,1.0114,0.0353,0.01588,0.00788,0.01088,0.01747,0.00315,0.01044,297,3,True
vm_00021,21,0,0.08,300.08,3995.02,3994.95,0.19043,0.04975,0.09999,0.05024,0.17033,1.5695,0.0308,0.01176,0.00376,0.00676,0.01293,0.001,0.00649,51,3,True
vm_00022,22,0,0.08,300.08,1978.54,1978.46,0.12168,0.002,0.01,0.06205,0.09686,1.0226,0.0186,0.00973,0.00173,0.00473,0.0107,0.0025,0.00454,220,3,True
vm_00023,23,0,0.1,300.1,5879.67,5879.57,0.08165,0.00814,0.03754,0.0245,0.0743,2.2725,0.0504,0.06319,0.02819,0.04319,0.06951,0.00856,0.04103,287,1,True
vm_00024,24,0,0.1,300.1,336.81,336.71,0.09209,0.04575,0.06428,0.01545,0.08745,1.2082,0.049,0.09162,0.05662,0.07162,0.10079,0.00828,0.06804,151,1,True
vm_00025,25,0,0.1,300.1,13685.27,13685.17,0.09213,0.002,0.01921,0.04051,0.07592,1.0987,0.0371,0.01332,0.00532,0.00832,0.01466,0.00373,0.00799,117,3,True
vm_00026,26,0,0.1,300.1,14295.69,14295.58,0.24062,0.10882,0.15589,0.04707,0.22179,1.0683,0.0472,0.01355,0.00555,0.00855,0.0149,0.00513,0.0082,278,3,True
vm_00027,27,0,0.11,300.11,7256.04,7255.93,0.03563,0.001,0.00763,0.01556,0.03096,2.3332,0.0503,0.05298,0.01798,0.03298,0.05828,0.00436,0.03133,134,1,True
vm_00028,28,0,0.11,300.11,842.53,842.42,0.09661,0.002,0.01,0.04812,0.07737,1.3475,0.0435,0.01373,0.00573,0.00873,0.01511,0.00213,0.00838,208,3,True
vm_00029,29,0,0.11,300.11,723.5,723.4,0.10409,0.002,0.01455,0.04975,0.08419,1.1548,0.0409,0.01019,0.00219,0.00519,0.0112,0.00219,0.00498,126,3,True
vm_00030,30,0,0.11,300.11,849.92,849.81,0.1677,0.00702,0.06441,0.05738,0.14474,1.415,0.0282,0.01278,0.00478,0.00778,0.01406,0.00512,0.00747,292,3,True
vm_00031,31,0,0.11,300.11,346.32,346.21,0.09048,0.002,0.0179,0.04032,0.07435,1.4496,0.0479,0.01716,0.00916,0.01216,0.01888,0.00226,0.01168,6,3,True
vm_00032,32,0,0.11,300.11,718.49,718.37,0.13178,0.05465,0.0855,0.02571,0.12407,2.4633,0.0226,0.05397,0.01897,0.03397,0.05936,0.0149,0.03227,221,1,True
vm_00033,33,0,0.12,300.12,10115.75,10115.63,0.07697,0.00422,0.03332,0.02425,0.06969,1.6245,0.0351,0.05054,0.01554,0.03054,0.0556,0.00721,0.02901,76,1,True
vm_00034,34,0,0.12,300.12,1978.08,1977.96,0.09605,0.002,0.01,0.04781,0.07693,1.2313,0.0418,0.01411,0.00611,0.00911,0.01552,0.00358,0.00875,277,3,True
vm_00035,35,0,0.12,300.12,13433.41,13433.29,0.04294,0.001,0.005,0.02108,0.03662,1.889,0.0612,0.06336,0.02836,0.04336,0.06969,0.00414,0.04119,226,1,True
vm_00036,36,0,0.12,300.12,619.87,619.75,0.2797,0.03,0.08,0.09985,0.23976,1.305,0.0171,0.01768,0.00568,0.00968,0.01857,0.00102,0.00949,274,2,True
vm_00037,37,0,0.12,300.12,728.1,727.97,0.32723,0.03,0.12203,0.1026,0.28619,1.1882,0.0242,0.01557,0.00357,0.00757,0.01635,0.00418,0.00742,294,2,True
vm_00038,38,0,0.13,300.13,8663.42,8663.29,0.10889,0.01399,0.04788,0.03389,0.09533,1.8385,0.0325,0.00785,0.0005,0.00285,0.00863,0.00276,0.00273,116,3,True
vm_00039,39,0,0.13,300.13,3404.05,3403.92,0.03364,0.001,0.005,0.01591,0.02887,1.472,0.0754,0.06591,0.03091,0.04591,0.07251,0.01034,0.04362,291,1,True
vm_00040,40,0,0.13,300.13,13724.69,13724.55,0.07189,0.001,0.01742,0.03026,0.06281,1.9113,0.0693,0.04996,0.01496,0.02996,0.05496,0.01246,0.02846,270,1,True
vm_00041,41,0,0.13,300.13,814.9,814.77,0.13391,0.04639,0.07765,0.03126,0.1214,1.2076,0.0406,0.00885,0.00085,0.00385,0.00973,0.00566,0.00369,156,3,True
vm_00042,42,0,0.13,300.13,3289.9,3289.77,0.08302,0.01236,0.04062,0.02355,0.07595,1.9053,0.0612,0.06088,0.02588,0.04088,0.06697,0.01243,0.03884,59,1,True
vm_00043,43,0,0.13,300.13,669.35,669.22,0.08271,0.00234,0.03449,0.02679,0.07467,1.3401,0.0671,0.05666,0.02166,0.03666,0.06232,0.00378,0.03483,183,1,True
vm_00044,44,0,0.14,300.14,14307.9,14307.76,0.07506,0.00187,0.03114,0.0244,0.06774,1.6289,0.0271,0.05709,0.02209,0.03709,0.0628,0.0097,0.03524,143,1,True
vm_00045,45,0,0.14,300.14,1931.17,1931.03,0.07949,0.002,0.01,0.03861,0.06405,1.5987,0.0357,0.01171,0.00371,0.00671,0.01288,0.00505,0.00644,160,3,True
vm_00046,46,0,0.15,300.15,3783.89,3783.74,0.12499,0.00345,0.04686,0.04341,0.10763,1.9328,0.0312,0.01215,0.00415,0.00715,0.01336,0.00497,0.00686,88,3,True
vm_00047,47,0,0.16,300.16,3851.57,3851.41,0.11445,0.02125,0.05454,0.03329,0.10114,1.2259,0.014,0.01666,0.00866,0.01166,0.01832,0.0028,0.01119,15,3,True
vm_00048,48,0,0.17,300.17,9094.14,9093.97,0.09567,0.01165,0.04526,0.02801,0.08727,1.3403,0.0618,0.03667,0.005,0.01667,0.04033,0.01128,0.01583,248,1,True
vm_00049,49,0,0.17,300.17,3907.08,3906.91,0.19974,0.05111,0.10419,0.05308,0.17851,1.5604,0.0385,0.01358,0.00558,0.00858,0.01494,0.00432,0.00824,97,3,True
vm_00050,50,0,0.17,300.17,753.58,753.41,0.10648,0.01971,0.05442,0.02892,0.09781,2.2045,0.0405,0.03808,0.005,0.01808,0.04189,0.01148,0.01718,103,1,True
vm_00051,51,0,0.18,300.18,12505.99,12505.81,0.03778,0.001,0.00962,0.01565,0.03309,1.5238,0.0651,0.04652,0.01152,0.02652,0.05117,0.00148,0.02519,299,1,True
vm_00052,52,0,0.18,300.18,5275.89,5275.71,0.03136,0.001,0.0072,0.01342,0.02733,1.2658,0.051,0.05729,0.02229,0.03729,0.06302,0.00586,0.03543,234,1,True
vm_00053,53,0,0.18,300.18,3606.65,3606.47,0.21242,0.0951,0.137,0.0419,0.19566,1.354,0.0224,0.01339,0.00539,0.00839,0.01473,0.00276,0.00805,273,3,True
vm_00054,54,0,0.18,300.18,763.0,762.82,0.10602,0.06846,0.08349,0.01252,0.10227,1.8515,0.0778,0.06527,0.03027,0.04527,0.0718,0.00129,0.04301,260,1,True
vm_00055,55,0,0.18,300.18,2807.09,2806.9,0.07294,0.00514,0.03226,0.0226,0.06616,2.0626,0.0433,0.06368,0.02868,0.04368,0.07005,0.01051,0.0415,238,1,True
vm_00056,56,0,0.19,300.19,847.19,846.99,0.19902,0.06652,0.11384,0.04732,0.18009,1.5396,0.0403,0.01385,0.00585,0.00885,0.01523,0.00084,0.00849,261,3,True
vm_00057,57,0,0.2,300.2,579.97,579.78,0.41909,0.05899,0.17902,0.12004,0.37108,0.6809,0.0198,0.01522,0.00322,0.00722,0.01598,0.00284,0.00707,114,2,True
vm_00058,58,0,0.2,300.2,655.11,654.91,0.20422,0.05388,0.10757,0.05369,0.18274,1.7159,0.0391,0.01628,0.00828,0.01128,0.01791,0.00111,0.01083,267,3,True
vm_00059,59,0,0.21,300.21,13040.75,13040.54,0.34181,0.03,0.11421,0.1138,0.29629,1.1707,0.02,0.01083,0.0005,0.00283,0.01138,0.00299,0.00278,11,2,True
vm_00060,60,0,0.22,300.22,13049.71,13049.49,0.3804,0.03,0.08,0.1502,0.32032,0.9456,0.0231,0.01453,0.00253,0.00653,0.01525,0.00444,0.00639,72,2,True
vm_00061,61,0,0.22,300.22,791.32,791.1,0.07706,0.001,0.02757,0.0275,0.06882,1.6064,0.023,0.07221,0.03721,0.05221,0.07943,0.00776,0.0496,177,1,True
vm_00062,62,0,0.22,300.22,325.53,325.3,0.08222,0.00221,0.03422,0.02667,0.07422,2.4107,0.0595,0.05889,0.02389,0.03889,0.06478,0.01257,0.03695,259,1,True
vm_00063,63,0,0.23,300.23,846.69,846.46,0.03975,0.001,0.00931,0.01691,0.03468,1.6153,0.0212,0.07167,0.03667,0.05167,0.07884,0.00369,0.04909,258,1,True
vm_00064,64,0,0.23,300.23,830.53,830.3,0.20499,0.07572,0.12189,0.04617,0.18653,1.512,0.0342,0.0098,0.0018,0.0048,0.01078,0.0025,0.00461,269,3,True
vm_00065,65,0,0.23,300.23,10622.17,10621.94,0.10223,0.002,0.01538,0.04825,0.08293,1.8986,0.0452,0.01654,0.00854,0.01154,0.01819,0.00158,0.01108,119,3,True
vm_00066,66,0,0.23,300.23,6197.14,6196.91,0.73282,0.28453,0.43396,0.14943,0.67305,1.1995,0.0095,0.01737,0.00537,0.00937,0.01824,0.00073,0.00918,168,2,True
vm_00067,67,0,0.24,300.24,345.0,344.77,0.12724,0.02401,0.06088,0.03687,0.11249,1.3158,0.0183,0.00917,0.00117,0.00417,0.01008,0.00294,0.004,67,3,True
vm_00068,68,0,0.24,300.24,12344.02,12343.78,0.04158,0.001,0.0119,0.01649,0.03663,1.2978,0.0517,0.05407,0.01907,0.03407,0.05947,0.01264,0.03236,58,1,True
vm_00069,69,0,0.24,300.24,3554.4,3554.16,0.09781,0.002,0.02937,0.03803,0.0826,1.5756,0.0111,0.01149,0.00349,0.00649,0.01264,0.00279,0.00623,129,3,True
vm_00070,70,0,0.24,300.24,865.82,865.57,0.04645,0.001,0.00571,0.02263,0.03966,2.0289,0.0788,0.05822,0.02322,0.03822,0.06404,0.01155,0.03631,265,1,True
vm_00071,71,0,0.24,300.24,7066.01,7065.77,0.1539,0.01164,0.06245,0.0508,0.13358,1.1587,0.0309,0.01066,0.00266,0.00566,0.01173,0.00467,0.00544,74,3,True
vm_00072,72,0,0.25,300.25,3267.08,3266.83,0.05266,0.001,0.005,0.02648,0.04472,1.3122,0.0524,0.05504,0.02004,0.03504,0.06054,0.01302,0.03328,89,1,True
vm_00073,73,0,0.25,300.25,886.85,886.6,0.12093,0.02969,0.06618,0.03041,0.1118,1.2775,0.0576,0.06314,0.02814,0.04314,0.06945,0.00387,0.04098,153,1,True
vm_00074,74,0,0.26,300.26,791.23,790.97,0.06537,0.00181,0.02723,0.02118,0.05901,2.2203,0.052,0.06461,0.02961,0.04461,0.07108,0.00937,0.04238,217,1,True
vm_00075,75,0,0.26,300.26,11553.43,11553.17,0.37699,0.03,0.10109,0.13795,0.32181,0.5209,0.0187,0.01326,0.00126,0.00526,0.01392,0.00151,0.00515,27,2,True
vm_00076,76,0,0.26,300.26,14234.84,14234.57,0.06664,0.01166,0.03365,0.01833,0.06114,1.6792,0.0751,0.06695,0.03195,0.04695,0.07364,0.01358,0.0446,129,1,True
vm_00077,77,0,0.27,300.27,4321.31,4321.03,0.1643,0.002,0.05863,0.0587,0.14082,1.945,0.0133,0.01569,0.00769,0.01069,0.01725,0.00137,0.01026,65,3,True
vm_00078,78,0,0.28,300.28,9533.14,9532.86,0.32959,0.03,0.08,0.1248,0.27967,0.9634,0.0207,0.01245,0.0005,0.00445,0.01308,0.0016,0.00436,143,2,True
vm_00079,79,0,0.28,300.28,7803.62,7803.34,0.13962,0.002,0.04714,0.05138,0.11907,1.4917,0.0168,0.01158,0.00358,0.00658,0.01274,0.0043,0.00632,276,3,True
vm_00080,80,0,0.28,300.28,13966.82,13966.54,0.0609,0.001,0.01294,0.02664,0.05291,2.1015,0.0384,0.04673,0.01173,0.02673,0.0514,0.01494,0.02539,102,1,True
vm_00081,81,0,0.29,300.29,325.04,324.75,0.10256,0.002,0.01,0.05142,0.08199,1.1782,0.0428,0.01556,0.00756,0.01056,0.01711,0.00341,0.01013,36,3,True
vm_00082,82,0,0.29,300.29,757.25,756.97,0.10095,0.00819,0.04132,0.03313,0.0877,1.497,0.0257,0.01328,0.00528,0.00828,0.01461,0.00274,0.00795,248,3,True
vm_00083,83,0,0.29,300.29,528.58,528.29,0.16495,0.02056,0.07213,0.05157,0.14433,1.0913,0.0483,0.01396,0.00596,0.00896,0.01536,0.00207,0.00861,155,3,True
vm_00084,84,0,0.29,300.29,732.66,732.38,0.12136,0.002,0.02325,0.05451,0.09956,1.2274,0.0186,0.01734,0.00934,0.01234,0.01907,0.00426,0.01184,131,3,True
vm_00085,85,0,0.29,300.29,8006.15,8005.86,0.03424,0.001,0.005,0.01625,0.02937,1.9296,0.077,0.06012,0.02512,0.04012,0.06613,0.01015,0.03811,46,1,True
vm_00086,86,0,0.29,300.29,4921.59,4921.3,0.1551,0.0449,0.08426,0.03936,0.13936,1.1873,0.0377,0.01679,0.00879,0.01179,0.01847,0.00214,0.01132,194,3,True
vm_00087,87,0,0.29,300.29,3048.39,3048.1,0.05854,0.001,0.01884,0.02206,0.05193,1.9483,0.027,0.05768,0.02268,0.03768,0.06344,0.00477,0.03579,102,1,True
vm_00088,88,0,0.29,300.29,692.3,692.01,0.13011,0.0423,0.07366,0.03136,0.11757,1.5018,0.0194,0.00891,0.00091,0.00391,0.0098,0.0032,0.00375,170,3,True
vm_00089,89,0,0.29,300.29,664.71,664.42,0.04332,0.001,0.005,0.02129,0.03694,1.6111,0.0406,0.06691,0.03191,0.04691,0.0736,0.00285,0.04457,88,1,True
vm_00090,90,0,0.29,300.29,759.07,758.78,0.03276,0.001,0.00585,0.01495,0.02827,1.2012,0.0362,0.04972,0.01472,0.02972,0.05469,0.00405,0.02823,245,1,True
vm_00091,91,0,0.3,300.3,4808.44,4808.14,0.3851,0.03,0.10462,0.14024,0.329,0.6024,0.0105,0.01623,0.00423,0.00823,0.01705,0.00499,0.00807,57,2,True
vm_00092,92,0,0.3,300.3,7801.1,7800.8,0.6609,0.24302,0.38231,0.13929,0.60518,1.2119,0.0056,0.01747,0.00547,0.00947,0.01834,0.00106,0.00928,104,2,True
vm_00093,93,0,0.3,300.3,6699.27,6698.97,0.5302,0.14763,0.27515,0.12752,0.47919,0.6886,0.0233,0.01614,0.00414,0.00814,0.01695,0.00095,0.00798,179,2,True
vm_00094,94,0,0.3,300.3,8733.5,8733.19,0.07726,0.001,0.02905,0.02678,0.06923,2.105,0.0309,0.06498,0.02998,0.04498,0.07147,0.00676,0.04273,68,1,True
vm_00095,95,0,0.31,300.31,5835.9,5835.59,0.06541,0.00322,0.0281,0.02073,0.05919,2.201,0.0651,0.06229,0.02729,0.04229,0.06852,0.0102,0.04018,152,1,True
vm_00096,96,0,0.31,300.31,8021.3,8020.99,0.26125,0.0683,0.13721,0.06891,0.23369,1.3709,0.0299,0.0151,0.0071,0.0101,0.01661,0.00364,0.00969,24,3,True
vm_00097,97,0,0.31,300.31,1818.77,1818.46,0.06395,0.001,0.02187,0.02338,0.05694,1.5614,0.0595,0.06747,0.03247,0.04747,0.07421,0.0125,0.04509,34,1,True
vm_00098,98,0,0.32,300.32,2917.15,2916.83,0.10583,0.002,0.02868,0.04287,0.08869,1.0359,0.03,0.01238,0.00438,0.00738,0.01361,0.00285,0.00708,14,3,True
vm_00099,99,0,0.32,300.32,12040.16,12039.84,0.07833,0.01366,0.03952,0.02156,0.07186,2.0487,0.0672,0.07195,0.03695,0.05195,0.07914,0.01358,0.04935,105,1,True
vm_00100,100,0,0.32,300.32,366.19,365.87,0.09791,0.04474,0.06601,0.01773,0.0926,1.6622,0.0287,0.06673,0.03173,0.04673,0.0734,0.00373,0.04439,217,1,True
vm_00101,101,0,0.32,300.32,4147.96,4147.63,0.0622,0.001,0.02397,0.02124,0.05583,2.0303,0.0474,0.053,0.018,0.033,0.0583,0.00193,0.03135,73,1,True
vm_00102,102,0,0.33,300.33,374.05,373.72,0.08778,0.03338,0.05514,0.01813,0.08234,1.7382,0.0742,0.05018,0.01518,0.03018,0.05519,0.00374,0.02867,284,1,True
vm_00103,103,0,0.33,300.33,3868.89,3868.56,0.13711,0.05069,0.08155,0.03087,0.12477,1.8429,0.0356,0.01237,0.00437,0.00737,0.01361,0.00085,0.00708,37,3,True
vm_00104,104,0,0.34,300.34,673.08,672.74,0.1359,0.002,0.04773,0.04899,0.11631,1.1099,0.0437,0.01319,0.00519,0.00819,0.01451,0.00126,0.00786,196,3,True
vm_00105,105,0,0.34,300.34,500.17,499.83,0.341,0.03,0.08,0.1305,0.2888,1.2698,0.0061,0.01045,0.0005,0.00245,0.01097,0.0021,0.0024,279,2,True
vm_00106,106,0,0.35,300.35,12737.07,12736.72,0.3995,0.03,0.13353,0.13299,0.34631,1.3122,0.0128,0.01819,0.00619,0.01019,0.0191,0.0046,0.00998,274,2,True
vm_00107,107,0,0.35,300.35,3271.87,3271.52,0.09862,0.04085,0.06396,0.01926,0.09284,1.5541,0.0464,0.04949,0.01449,0.02949,0.05444,0.00364,0.02802,173,1,True
vm_00108,108,0,0.35,300.35,854.15,853.8,0.08487,0.02673,0.04999,0.01938,0.07906,1.5303,0.0663,0.06737,0.03237,0.04737,0.07411,0.00421,0.045,43,1,True
vm_00109,109,0,0.36,300.36,531.92,531.56,0.37554,0.03,0.14392,0.11581,0.32921,0.9032,0.0096,0.01527,0.00327,0.00727,0.01604,0.00325,0.00713,153,2,True
vm_00110,110,0,0.37,300.37,754.64,754.27,0.03358,0.001,0.005,0.01588,0.02882,2.0436,0.0436,0.06625,0.03125,0.04625,0.07287,0.01054,0.04393,152,1,True
vm_00111,111,0,0.37,300.37,6854.43,6854.06,0.12575,0.03205,0.06552,0.03346,0.11236,1.5417,0.0489,0.00986,0.00186,0.00486,0.01084,0.00451,0.00466,290,3,True
vm_00112,112,0,0.37,300.37,4344.52,4344.15,0.1492,0.01568,0.06337,0.04769,0.13013,1.9875,0.0249,0.01782,0.00982,0.01282,0.0196,0.00437,0.0123,141,3,True
vm_00113,113,0,0.37,300.37,7280.33,7279.97,0.08042,0.002,0.01,0.03912,0.06477,1.0641,0.0436,0.01541,0.00741,0.01041,0.01695,0.00177,0.00999,255,3,True
vm_00114,114,0,0.37,300.37,743.33,742.96,0.08919,0.03026,0.05383,0.01964,0.0833,2.0498,0.0325,0.05557,0.02057,0.03557,0.06113,0.00901,0.03379,133,1,True
vm_00115,115,0,0.37,300.37,13500.38,13500.01,0.06754,0.001,0.02731,0.02235,0.06083,1.488,0.0717,0.07214,0.03714,0.05214,0.07935,0.00929,0.04953,31,1,True
vm_00116,116,0,0.38,300.38,8019.09,8018.71,0.06853,0.00909,0.03286,0.01981,0.06258,2.1244,0.0738,0.05769,0.02269,0.03769,0.06346,0.00233,0.03581,25,1,True
vm_00117,117,0,0.38,300.38,14220.03,14219.64,0.08261,0.04004,0.05707,0.01419,0.07836,1.2498,0.0375,0.07565,0.04065,0.05565,0.08321,0.01373,0.05287,254,1,True
vm_00118,118,0,0.38,300.38,2101.35,2100.97,0.18566,0.04663,0.09629,0.04965,0.1658,1.6967,0.0265,0.01851,0.01051,0.01351,0.02036,0.0053,0.01297,222,3,True
vm_00119,119,0,0.38,300.38,10380.21,10379.82,0.06333,0.01294,0.03309,0.0168,0.05829,2.159,0.0215,0.05903,0.02403,0.03903,0.06493,0.01397,0.03708,55,1,True
vm_00120,120,0,0.39,300.39,821.51,821.12,0.44209,0.05523,0.18418,0.12896,0.39051,1.1344,0.0167,0.01696,0.00496,0.00896,0.0178,0.00232,0.00878,292,2,True
vm_00121,121,0,0.4,300.4,869.72,869.32,0.07982,0.01933,0.04353,0.02016,0.07377,1.6211,0.0562,0.0512,0.0162,0.0312,0.05632,0.00119,0.02964,124,1,True
vm_00122,122,0,0.4,300.4,8198.14,8197.74,0.40535,0.0886,0.19418,0.10558,0.36311,1.3845,0.0221,0.02001,0.00801,0.01201,0.02101,0.00218,0.01177,229,2,True
vm_00123,123,0,0.4,300.4,730.0,729.6,0.09446,0.00857,0.04293,0.02863,0.08587,2.4188,0.0722,0.07119,0.03619,0.05119,0.07831,0.0044,0.04863,52,1,True
vm_00124,124,0,0.4,300.4,6834.21,6833.81,0.31244,0.03,0.10631,0.10307,0.27121,0.8417,0.0052,0.01726,0.00526,0.00926,0.01813,0.00321,0.00908,100,2,True
vm_00125,125,0,0.41,300.41,3932.22,3931.81,0.09544,0.02037,0.0504,0.02502,0.08794,1.9941,0.0423,0.05092,0.01592,0.03092,0.05602,0.0143,0.02938,291,1,True
vm_00126,126,0,0.41,300.41,9038.37,9037.96,0.05978,0.00523,0.02705,0.01818,0.05432,1.7408,0.031,0.06695,0.03195,0.04695,0.07365,0.00828,0.04461,266,1,True
vm_00127,127,0,0.41,300.41,704.09,703.68,0.02637,0.001,0.005,0.01187,0.02281,1.6404,0.0298,0.0486,0.0136,0.0286,0.05346,0.00665,0.02717,282,1,True
vm_00128,128,0,0.41,300.41,3034.91,3034.5,0.04904,0.001,0.01052,0.0214,0.04262,2.4984,0.0401,0.05842,0.02342,0.03842,0.06426,0.00641,0.0365,1,1,True
vm_00129,129,0,0.41,300.41,9391.44,9391.03,0.11624,0.002,0.03718,0.04392,0.09867,1.0927,0.0348,0.0108,0.0028,0.0058,0.01188,0.0026,0.00557,21,3,True
vm_00130,130,0,0.41,300.41,889.64,889.23,0.34745,0.03,0.08,0.13373,0.29396,1.1442,0.0093,0.01198,0.0005,0.00398,0.01258,0.001,0.0039,65,2,True
vm_00131,131,0,0.42,300.42,617.47,617.06,0.20394,0.05708,0.10953,0.05245,0.18296,1.2448,0.0128,0.01575,0.00775,0.01075,0.01733,0.00253,0.01032,211,3,True
vm_00132,132,0,0.42,300.42,11105.48,11105.06,0.05616,0.00787,0.02719,0.0161,0.05133,1.9988,0.0327,0.05319,0.01819,0.03319,0.05851,0.00811,0.03153,235,1,True
vm_00133,133,0,0.42,300.42,629.32,628.89,0.05263,0.02036,0.03326,0.01076,0.0494,2.4996,0.0393,0.065,0.03,0.045,0.0715,0.01279,0.04275,16,1,True
vm_00134,134,0,0.42,300.42,12476.75,12476.32,0.05517,0.001,0.01905,0.02007,0.04915,1.9992,0.0654,0.059,0.024,0.039,0.0649,0.00481,0.03705,13,1,True
vm_00135,135,0,0.43,300.43,809.67,809.24,0.31237,0.03,0.08,0.11619,0.2659,1.3704,0.0237,0.02044,0.00844,0.01244,0.02146,0.00053,0.01219,6,2,True
vm_00136,136,0,0.43,300.43,361.16,360.73,0.11348,0.0304,0.06007,0.02967,0.10161,1.1137,0.0453,0.01053,0.00253,0.00553,0.01158,0.004,0.0053,221,3,True
vm_00137,137,0,0.44,300.44,12031.19,12030.75,0.13204,0.002,0.0271,0.0583,0.10872,1.0946,0.0371,0.01783,0.00983,0.01283,0.01962,0.00192,0.01232,103,3,True
vm_00138,138,0,0.45,300.45,9866.05,9865.6,0.1261,0.00646,0.04918,0.04273,0.10901,1.0676,0.0161,0.01433,0.00633,0.00933,0.01576,0.00157,0.00896,0,3,True
vm_00139,139,0,0.45,300.45,813.16,812.72,0.05206,0.001,0.005,0.02615,0.04422,1.3515,0.0646,0.06148,0.02648,0.04148,0.06763,0.01224,0.03941,286,1,True
vm_00140,140,0,0.45,300.45,772.57,772.12,0.04138,0.001,0.01358,0.01545,0.03674,1.8117,0.0754,0.05286,0.01786,0.03286,0.05814,0.00516,0.03121,246,1,True
vm_00141,141,0,0.46,300.46,4304.61,4304.15,0.15657,0.01343,0.06455,0.05112,0.13612,1.1751,0.0478,0.01698,0.00898,0.01198,0.01867,0.00166,0.0115,90,3,True
