timestamp,machine_id,event_type,platform_id,cpu_capacity,memory_capacity
0,pm_0080,0,HP_ProLiant_G5,1.0,1.0
0,pm_0081,0,HP_ProLiant_G5,1.0,1.0
0,pm_0082,0,HP_ProLiant_G5,1.0,1.0
0,pm_0083,0,HP_ProLiant_G5,1.0,1.0
0,pm_0084,0,HP_ProLiant_G5,1.0,1.0
0,pm_0085,0,HP_ProLiant_G5,1.0,1.0
0,pm_0086,0,HP_ProLiant_G5,1.0,1.0
0,pm_0087,0,HP_ProLiant_G5,1.0,1.0
0,pm_0088,0,HP_ProLiant_G5,1.0,1.0
0,pm_0089,0,HP_ProLiant_G5,1.0,1.0
0,pm_0090,0,HP_ProLiant_G5,1.0,1.0
0,pm_0091,0,HP_ProLiant_G5,1.0,1.0
0,pm_0092,0,HP_ProLiant_G5,1.0,1.0
0,pm_0093,0,HP_ProLiant_G5,1.0,1.0
0,pm_0094,0,HP_ProLiant_G5,1.0,1.0
0,pm_0095,0,HP_ProLiant_G5,1.0,1.0
0,pm_0096,0,HP_ProLiant_G5,1.0,1.0
0,pm_0097,0,HP_ProLiant_G5,1.0,1.0
0,pm_0098,0,HP_ProLiant_G5,1.0,1.0
0,pm_0099,0,HP_ProLiant_G5,1.0,1.0
0,pm_0100,0,HP_ProLiant_G5,1.0,1.0
0,pm_0101,0,HP_ProLiant_G5,1.0,1.0
0,pm_0102,0,HP_ProLiant_G5,1.0,1.0
0,pm_0103,0,HP_ProLiant_G5,1.0,1.0
0,pm_0104,0,HP_ProLiant_G5,1.0,1.0
0,pm_0105,0,HP_ProLiant_G5,1.0,1.0
0,pm_0106,0,HP_ProLiant_G5,1.0,1.0
0,pm_0107,0,HP_ProLiant_G5,1.0,1.0
0,pm_0108,0,HP_ProLiant_G5,1.0,1.0
0,pm_0109,0,HP_ProLiant_G5,1.0,1.0
0,pm_0110,0,HP_ProLiant_G5,1.0,1.0
0,pm_0111,0,HP_ProLiant_G5,1.0,1.0
0,pm_0112,0,HP_ProLiant_G5,1.0,1.0
0,pm_0113,0,HP_ProLiant_G5,1.0,1.0
0,pm_0114,0,HP_ProLiant_G5,1.0,1.0
0,pm_0115,0,HP_ProLiant_G5,1.0,1.0
0,pm_0116,0,HP_ProLiant_G5,1.0,1.0
0,pm_0117,0,HP_ProLiant_G5,1.0,1.0
0,pm_0118,0,HP_ProLiant_G5,1.0,1.0
0,pm_0119,0,HP_ProLiant_G5,1.0,1.0
0,pm_0120,0,HP_ProLiant_G5,1.0,1.0
0,pm_0121,0,HP_ProLiant_G5,1.0,1.0
0,pm_0122,0,HP_ProLiant_G5,1.0,1.0
0,pm_0123,0,HP_ProLiant_G5,1.0,1.0
0,pm_0124,0,HP_ProLiant_G5,1.0,1.0
0,pm_0125,0,HP_ProLiant_G5,1.0,1.0
0,pm_0126,0,HP_ProLiant_G5,1.0,1.0
0,pm_0127,0,HP_ProLiant_G5,1.0,1.0
0,pm_0128,0,HP_ProLiant_G5,1.0,1.0
0,pm_0129,0,HP_ProLiant_G5,1.0,1.0
0,pm_0130,0,HP_ProLiant_G5,1.0,1.0
0,pm_0131,0,HP_ProLiant_G5,1.0,1.0
0,pm_0132,0,HP_ProLiant_G5,1.0,1.0
0,pm_0133,0,HP_ProLiant_G5,1.0,1.0
0,pm_0134,0,HP_ProLiant_G5,1.0,1.0
0,pm_0135,0,HP_ProLiant_G5,1.0,1.0
0,pm_0136,0,HP_ProLiant_G5,1.0,1.0
0,pm_0137,0,HP_ProLiant_G5,1.0,1.0
0,pm_0138,0,HP_ProLiant_G5,1.0,1.0
0,pm_0139,0,HP_ProLiant_G5,1.0,1.0
0,pm_0140,0,HP_ProLiant_G5,1.0,1.0
0,pm_0141,0,HP_ProLiant_G5,1.0,1.0
0,pm_0142,0,HP_ProLiant_G5,1.0,1.0
0,pm_0143,0,HP_ProLiant_G5,1.0,1.0
0,pm_0144,0,HP_ProLiant_G5,1.0,1.0
0,pm_0145,0,HP_ProLiant_G5,1.0,1.0
0,pm_0146,0,HP_ProLiant_G5,1.0,1.0
0,pm_0147,0,HP_ProLiant_G5,1.0,1.0
0,pm_0148,0,HP_ProLiant_G5,1.0,1.0
0,pm_0149,0,HP_ProLiant_G5,1.0,1.0
0,pm_0150,0,HP_ProLiant_G5,1.0,1.0
0,pm_0151,0,HP_ProLiant_G5,1.0,1.0
0,pm_0152,0,HP_ProLiant_G5,1.0,1.0
0,pm_0153,0,HP_ProLiant_G5,1.0,1.0
0,pm_0154,0,HP_ProLiant_G5,1.0,1.0
0,pm_0155,0,HP_ProLiant_G5,1.0,1.0
0,pm_0156,0,HP_ProLiant_G5,1.0,1.0
0,pm_0157,0,HP_ProLiant_G5,1.0,1.0
0,pm_0158,0,HP_ProLiant_G5,1.0,1.0
0,pm_0159,0,HP_ProLiant_G5,1.0,1.0
0,pm_0160,0,HP_ProLiant_G5,1.0,1.0
0,pm_0161,0,HP_ProLiant_G5,1.0,1.0
0,pm_0162,0,HP_ProLiant_G5,1.0,1.0
0,pm_0163,0,HP_ProLiant_G5,1.0,1.0
0,pm_0164,0,HP_ProLiant_G5,1.0,1.0
0,pm_0165,0,HP_ProLiant_G5,1.0,1.0
0,pm_0166,0,HP_ProLiant_G5,1.0,1.0
0,pm_0167,0,HP_ProLiant_G5,1.0,1.0
0,pm_0168,0,HP_ProLiant_G5,1.0,1.0
0,pm_0169,0,HP_ProLiant_G5,1.0,1.0
0,pm_0170,0,HP_ProLiant_G5,1.0,1.0
0,pm_0171,0,HP_ProLiant_G5,1.0,1.0
0,pm_0172,0,HP_ProLiant_G5,1.0,1.0
0,pm_0173,0,HP_ProLiant_G5,1.0,1.0
0,pm_0174,0,HP_ProLiant_G5,1.0,1.0
0,pm_0175,0,HP_ProLiant_G5,1.0,1.0
0,pm_0176,0,HP_ProLiant_G5,1.0,1.0
0,pm_0177,0,HP_ProLiant_G5,1.0,1.0
0,pm_0178,0,HP_ProLiant_G5,1.0,1.0
0,pm_0179,0,HP_ProLiant_G5,1.0,1.0
0,pm_0180,0,HP_ProLiant_G5,1.0,1.0
0,pm_0181,0,HP_ProLiant_G5,1.0,1.0
0,pm_0182,0,HP_ProLiant_G5,1.0,1.0
0,pm_0183,0,HP_ProLiant_G5,1.0,1.0
0,pm_0184,0,HP_ProLiant_G5,1.0,1.0
0,pm_0185,0,HP_ProLiant_G5,1.0,1.0
0,pm_0186,0,HP_ProLiant_G5,1.0,1.0
0,pm_0187,0,HP_ProLiant_G5,1.0,1.0
0,pm_0188,0,HP_ProLiant_G5,1.0,1.0
0,pm_0189,0,HP_ProLiant_G5,1.0,1.0
0,pm_0190,0,HP_ProLiant_G5,1.0,1.0
0,pm_0191,0,HP_ProLiant_G5,1.0,1.0
0,pm_0192,0,HP_ProLiant_G5,1.0,1.0
0,pm_0193,0,HP_ProLiant_G5,1.0,1.0
0,pm_0194,0,HP_ProLiant_G5,1.0,1.0
0,pm_0195,0,HP_ProLiant_G5,1.0,1.0
0,pm_0196,0,HP_ProLiant_G5,1.0,1.0
0,pm_0197,0,HP_ProLiant_G5,1.0,1.0
0,pm_0198,0,HP_ProLiant_G5,1.0,1.0
0,pm_0199,0,HP_ProLiant_G5,1.0,1.0
0,pm_0200,0,HP_ProLiant_G5,1.0,1.0
0,pm_0201,0,HP_ProLiant_G5,1.0,1.0
0,pm_0202,0,HP_ProLiant_G5,1.0,1.0
0,pm_0203,0,HP_ProLiant_G5,1.0,1.0
0,pm_0204,0,HP_ProLiant_G5,1.0,1.0
0,pm_0205,0,HP_ProLiant_G5,1.0,1.0
0,pm_0206,0,HP_ProLiant_G5,1.0,1.0
0,pm_0207,0,HP_ProLiant_G5,1.0,1.0
0,pm_0208,0,HP_ProLiant_G5,1.0,1.0
0,pm_0209,0,HP_ProLiant_G5,1.0,1.0
0,pm_0210,0,HP_ProLiant_G5,1.0,1.0
0,pm_0211,0,HP_ProLiant_G5,1.0,1.0
0,pm_0212,0,HP_ProLiant_G5,1.0,1.0
0,pm_0213,0,HP_ProLiant_G5,1.0,1.0
0,pm_0214,0,HP_ProLiant_G5,1.0,1.0
0,pm_0215,0,HP_ProLiant_G5,1.0,1.0
0,pm_0216,0,HP_ProLiant_G5,1.0,1.0
0,pm_0217,0,HP_ProLiant_G5,1.0,1.0
0,pm_0218,0,HP_ProLiant_G5,1.0,1.0
0,pm_0219,0,HP_ProLiant_G5,1.0,1.0
0,pm_0220,0,HP_ProLiant_G5,1.0,1.0
0,pm_0221,0,HP_ProLiant_G5,1.0,1.0
0,pm_0222,0,HP_ProLiant_G5,1.0,1.0
0,pm_0223,0,HP_ProLiant_G5,1.0,1.0
0,pm_0224,0,HP_ProLiant_G5,1.0,1.0
0,pm_0225,0,HP_ProLiant_G5,1.0,1.0
0,pm_0226,0,HP_ProLiant_G5,1.0,1.0
0,pm_0227,0,HP_ProLiant_G5,1.0,1.0
0,pm_0228,0,HP_ProLiant_G5,1.0,1.0
0,pm_0229,0,HP_ProLiant_G5,1.0,1.0
0,pm_0230,0,HP_ProLiant_G5,1.0,1.0
0,pm_0231,0,HP_ProLiant_G5,1.0,1.0
0,pm_0232,0,HP_ProLiant_G5,1.0,1.0
0,pm_0233,0,HP_ProLiant_G5,1.0,1.0
0,pm_0234,0,HP_ProLiant_G5,1.0,1.0
0,pm_0235,0,HP_ProLiant_G5,1.0,1.0
0,pm_0236,0,HP_ProLiant_G5,1.0,1.0
0,pm_0237,0,HP_ProLiant_G5,1.0,1.0
0,pm_0238,0,HP_ProLiant_G5,1.0,1.0
0,pm_0239,0,HP_ProLiant_G5,1.0,1.0
0,pm_0240,0,HP_ProLiant_G5,1.0,1.0
0,pm_0241,0,HP_ProLiant_G5,1.0,1.0
0,pm_0242,0,HP_ProLiant_G5,1.0,1.0
0,pm_0243,0,HP_ProLiant_G5,1.0,1.0
0,pm_0244,0,HP_ProLiant_G5,1.0,1.0
0,pm_0245,0,HP_ProLiant_G5,1.0,1.0
0,pm_0246,0,HP_ProLiant_G5,1.0,1.0
0,pm_0247,0,HP_ProLiant_G5,1.0,1.0
0,pm_0248,0,HP_ProLiant_G5,1.0,1.0
0,pm_0249,0,HP_ProLiant_G5,1.0,1.0
0,pm_0250,0,HP_ProLiant_G5,1.0,1.0
0,pm_0251,0,HP_ProLiant_G5,1.0,1.0
0,pm_0252,0,HP_ProLiant_G5,1.0,1.0
0,pm_0253,0,HP_ProLiant_G5,1.0,1.0
0,pm_0254,0,HP_ProLiant_G5,1.0,1.0
0,pm_0255,0,HP_ProLiant_G5,1.0,1.0
0,pm_0256,0,HP_ProLiant_G5,1.0,1.0
0,pm_0257,0,HP_ProLiant_G5,1.0,1.0
0,pm_0258,0,HP_ProLiant_G5,1.0,1.0
0,pm_0259,0,HP_ProLiant_G5,1.0,1.0
0,pm_0260,0,HP_ProLiant_G5,1.0,1.0
0,pm_0261,0,HP_ProLiant_G5,1.0,1.0
0,pm_0262,0,HP_ProLiant_G5,1.0,1.0
0,pm_0263,0,HP_ProLiant_G5,1.0,1.0
0,pm_0264,0,HP_ProLiant_G5,1.0,1.0
0,pm_0265,0,HP_ProLiant_G5,1.0,1.0
0,pm_0266,0,HP_ProLiant_G5,1.0,1.0
0,pm_0267,0,HP_ProLiant_G5,1.0,1.0
0,pm_0268,0,HP_ProLiant_G5,1.0,1.0
0,pm_0269,0,HP_ProLiant_G5,1.0,1.0
0,pm_0270,0,HP_ProLiant_G5,1.0,1.0
0,pm_0271,0,HP_ProLiant_G5,1.0,1.0
0,pm_0272,0,HP_ProLiant_G5,1.0,1.0
0,pm_0273,0,HP_ProLiant_G5,1.0,1.0
0,pm_0274,0,HP_ProLiant_G5,1.0,1.0
0,pm_0275,0,HP_ProLiant_G5,1.0,1.0
0,pm_0276,0,HP_ProLiant_G5,1.0,1.0
0,pm_0277,0,HP_ProLiant_G5,1.0,1.0
0,pm_0278,0,HP_ProLiant_G5,1.0,1.0
0,pm_0279,0,HP_ProLiant_G5,1.0,1.0
0,pm_0280,0,HP_ProLiant_G5,1.0,1.0
0,pm_0281,0,HP_ProLiant_G5,1.0,1.0
0,pm_0282,0,HP_ProLiant_G5,1.0,1.0
0,pm_0283,0,HP_ProLiant_G5,1.0,1.0
0,pm_0284,0,HP_ProLiant_G5,1.0,1.0
0,pm_0285,0,HP_ProLiant_G5,1.0,1.0
0,pm_0286,0,HP_ProLiant_G5,1.0,1.0
0,pm_0287,0,HP_ProLiant_G5,1.0,1.0
0,pm_0288,0,HP_ProLiant_G5,1.0,1.0
0,pm_0289,0,HP_ProLiant_G5,1.0,1.0
0,pm_0290,0,HP_ProLiant_G5,1.0,1.0
0,pm_0291,0,HP_ProLiant_G5,1.0,1.0
0,pm_0292,0,HP_ProLiant_G5,1.0,1.0
0,pm_0293,0,HP_ProLiant_G5,1.0,1.0
0,pm_0294,0,HP_ProLiant_G5,1.0,1.0
0,pm_0295,0,HP_ProLiant_G5,1.0,1.0
0,pm_0296,0,HP_ProLiant_G5,1.0,1.0
0,pm_0297,0,HP_ProLiant_G5,1.0,1.0
0,pm_0298,0,HP_ProLiant_G5,1.0,1.0
0,pm_0299,0,HP_ProLiant_G5,1.0,1.0
0,pm_0300,0,HP_ProLiant_G5,1.0,1.0
0,pm_0301,0,HP_ProLiant_G5,1.0,1.0
0,pm_0302,0,HP_ProLiant_G5,1.0,1.0
0,pm_0303,0,HP_ProLiant_G5,1.0,1.0
0,pm_0304,0,HP_ProLiant_G5,1.0,1.0
0,pm_0305,0,HP_ProLiant_G5,1.0,1.0
0,pm_0306,0,HP_ProLiant_G5,1.0,1.0
0,pm_0307,0,HP_ProLiant_G5,1.0,1.0
0,pm_0308,0,HP_ProLiant_G5,1.0,1.0
0,pm_0309,0,HP_ProLiant_G5,1.0,1.0
0,pm_0310,0,HP_ProLiant_G5,1.0,1.0
0,pm_0311,0,HP_ProLiant_G5,1.0,1.0
0,pm_0312,0,HP_ProLiant_G5,1.0,1.0
0,pm_0313,0,HP_ProLiant_G5,1.0,1.0
0,pm_0314,0,HP_ProLiant_G5,1.0,1.0
0,pm_0315,0,HP_ProLiant_G5,1.0,1.0
0,pm_0316,0,HP_ProLiant_G5,1.0,1.0
0,pm_0317,0,HP_ProLiant_G5,1.0,1.0
0,pm_0318,0,HP_ProLiant_G5,1.0,1.0
0,pm_0319,0,HP_ProLiant_G5,1.0,1.0
0,pm_0320,0,HP_ProLiant_G5,1.0,1.0
0,pm_0321,0,HP_ProLiant_G5,1.0,1.0
0,pm_0322,0,HP_ProLiant_G5,1.0,1.0
0,pm_0323,0,HP_ProLiant_G5,1.0,1.0
0,pm_0324,0,HP_ProLiant_G5,1.0,1.0
0,pm_0325,0,HP_ProLiant_G5,1.0,1.0
0,pm_0326,0,HP_ProLiant_G5,1.0,1.0
0,pm_0327,0,HP_ProLiant_G5,1.0,1.0
0,pm_0328,0,HP_ProLiant_G5,1.0,1.0
0,pm_0329,0,HP_ProLiant_G5,1.0,1.0
0,pm_0330,0,HP_ProLiant_G5,1.0,1.0
0,pm_0331,0,HP_ProLiant_G5,1.0,1.0
0,pm_0332,0,HP_ProLiant_G5,1.0,1.0
0,pm_0333,0,HP_ProLiant_G5,1.0,1.0
0,pm_0334,0,HP_ProLiant_G5,1.0,1.0
0,pm_0335,0,HP_ProLiant_G5,1.0,1.0
0,pm_0336,0,HP_ProLiant_G5,1.0,1.0
0,pm_0337,0,HP_ProLiant_G5,1.0,1.0
0,pm_0338,0,HP_ProLiant_G5,1.0,1.0
0,pm_0339,0,HP_ProLiant_G5,1.0,1.0
0,pm_0340,0,HP_ProLiant_G5,1.0,1.0
0,pm_0341,0,HP_ProLiant_G5,1.0,1.0
0,pm_0342,0,HP_ProLiant_G5,1.0,1.0
0,pm_0343,0,HP_ProLiant_G5,1.0,1.0
0,pm_0344,0,HP_ProLiant_G5,1.0,1.0
0,pm_0345,0,HP_ProLiant_G5,1.0,1.0
0,pm_0346,0,HP_ProLiant_G5,1.0,1.0
0,pm_0347,0,HP_ProLiant_G5,1.0,1.0
0,pm_0348,0,HP_ProLiant_G5,1.0,1.0
0,pm_0349,0,HP_ProLiant_G5,1.0,1.0
0,pm_0350,0,HP_ProLiant_G5,1.0,1.0
0,pm_0351,0,HP_ProLiant_G5,1.0,1.0
0,pm_0352,0,HP_ProLiant_G5,1.0,1.0
0,pm_0353,0,HP_ProLiant_G5,1.0,1.0
0,pm_0354,0,HP_ProLiant_G5,1.0,1.0
0,pm_0355,0,HP_ProLiant_G5,1.0,1.0
0,pm_0356,0,HP_ProLiant_G5,1.0,1.0
0,pm_0357,0,HP_ProLiant_G5,1.0,1.0
0,pm_0358,0,HP_ProLiant_G5,1.0,1.0
0,pm_0359,0,HP_ProLiant_G5,1.0,1.0
0,pm_0360,0,HP_ProLiant_G5,1.0,1.0
0,pm_0361,0,HP_ProLiant_G5,1.0,1.0
0,pm_0362,0,HP_ProLiant_G5,1.0,1.0
0,pm_0363,0,HP_ProLiant_G5,1.0,1.0
0,pm_0364,0,HP_ProLiant_G5,1.0,1.0
0,pm_0365,0,HP_ProLiant_G5,1.0,1.0
0,pm_0366,0,HP_ProLiant_G5,1.0,1.0
0,pm_0367,0,HP_ProLiant_G5,1.0,1.0
0,pm_0368,0,HP_ProLiant_G5,1.0,1.0
0,pm_0369,0,HP_ProLiant_G5,1.0,1.0
0,pm_0370,0,HP_ProLiant_G5,1.0,1.0
0,pm_0371,0,HP_ProLiant_G5,1.0,1.0
0,pm_0372,0,HP_ProLiant_G5,1.0,1.0
0,pm_0373,0,HP_ProLiant_G5,1.0,1.0
0,pm_0374,0,HP_ProLiant_G5,1.0,1.0
0,pm_0375,0,HP_ProLiant_G5,1.0,1.0
0,pm_0376,0,HP_ProLiant_G5,1.0,1.0
0,pm_0377,0,HP_ProLiant_G5,1.0,1.0
0,pm_0378,0,HP_ProLiant_G5,1.0,1.0
0,pm_0379,0,HP_ProLiant_G5,1.0,1.0
0,pm_0380,0,HP_ProLiant_G5,1.0,1.0
0,pm_0381,0,HP_ProLiant_G5,1.0,1.0
0,pm_0382,0,HP_ProLiant_G5,1.0,1.0
0,pm_0383,0,HP_ProLiant_G5,1.0,1.0
0,pm_0384,0,HP_ProLiant_G5,1.0,1.0
0,pm_0385,0,HP_ProLiant_G5,1.0,1.0
0,pm_0386,0,HP_ProLiant_G5,1.0,1.0
0,pm_0387,0,HP_ProLiant_G5,1.0,1.0
0,pm_0388,0,HP_ProLiant_G5,1.0,1.0
0,pm_0389,0,HP_ProLiant_G5,1.0,1.0
0,pm_0390,0,HP_ProLiant_G5,1.0,1.0
0,pm_0391,0,HP_ProLiant_G5,1.0,1.0
0,pm_0392,0,HP_ProLiant_G5,1.0,1.0
0,pm_0393,0,HP_ProLiant_G5,1.0,1.0
0,pm_0394,0,HP_ProLiant_G5,1.0,1.0
0,pm_0395,0,HP_ProLiant_G5,1.0,1.0
0,pm_0396,0,HP_ProLiant_G5,1.0,1.0
0,pm_0397,0,HP_ProLiant_G5,1.0,1.0
0,pm_0398,0,HP_ProLiant_G5,1.0,1.0
0,pm_0399,0,HP_ProLiant_G5,1.0,1.0
0,pm_0400,0,HP_ProLiant_G5,1.0,1.0
0,pm_0401,0,HP_ProLiant_G5,1.0,1.0
0,pm_0402,0,HP_ProLiant_G5,1.0,1.0
0,pm_0403,0,HP_ProLiant_G5,1.0,1.0
0,pm_0404,0,HP_ProLiant_G5,1.0,1.0
0,pm_0405,0,HP_ProLiant_G5,1.0,1.0
0,pm_0406,0,HP_ProLiant_G5,1.0,1.0
0,pm_0407,0,HP_ProLiant_G5,1.0,1.0
0,pm_0408,0,HP_ProLiant_G5,1.0,1.0
0,pm_0409,0,HP_ProLiant_G5,1.0,1.0
0,pm_0410,0,HP_ProLiant_G5,1.0,1.0
0,pm_0411,0,HP_ProLiant_G5,1.0,1.0
0,pm_0412,0,HP_ProLiant_G5,1.0,1.0
0,pm_0413,0,HP_ProLiant_G5,1.0,1.0
0,pm_0414,0,HP_ProLiant_G5,1.0,1.0
0,pm_0415,0,HP_ProLiant_G5,1.0,1.0
0,pm_0416,0,HP_ProLiant_G5,1.0,1.0
0,pm_0417,0,HP_ProLiant_G5,1.0,1.0
0,pm_0418,0,HP_ProLiant_G5,1.0,1.0
0,pm_0419,0,HP_ProLiant_G5,1.0,1.0
0,pm_0420,0,HP_ProLiant_G5,1.0,1.0
0,pm_0421,0,HP_ProLiant_G5,1.0,1.0
0,pm_0422,0,HP_ProLiant_G5,1.0,1.0
0,pm_0423,0,HP_ProLiant_G5,1.0,1.0
0,pm_0424,0,HP_ProLiant_G5,1.0,1.0
0,pm_0425,0,HP_ProLiant_G5,1.0,1.0
0,pm_0426,0,HP_ProLiant_G5,1.0,1.0
0,pm_0427,0,HP_ProLiant_G5,1.0,1.0
0,pm_0428,0,HP_ProLiant_G5,1.0,1.0
0,pm_0429,0,HP_ProLiant_G5,1.0,1.0
0,pm_0430,0,HP_ProLiant_G5,1.0,1.0
0,pm_0431,0,HP_ProLiant_G5,1.0,1.0
0,pm_0432,0,HP_ProLiant_G5,1.0,1.0
0,pm_0433,0,HP_ProLiant_G5,1.0,1.0
0,pm_0434,0,HP_ProLiant_G5,1.0,1.0
0,pm_0435,0,HP_ProLiant_G5,1.0,1.0
0,pm_0436,0,HP_ProLiant_G5,1.0,1.0
0,pm_0437,0,HP_ProLiant_G5,1.0,1.0
0,pm_0438,0,HP_ProLiant_G5,1.0,1.0
0,pm_0439,0,HP_ProLiant_G5,1.0,1.0
0,pm_0440,0,HP_ProLiant_G5,1.0,1.0
0,pm_0441,0,HP_ProLiant_G5,1.0,1.0
0,pm_0442,0,HP_ProLiant_G5,1.0,1.0
0,pm_0443,0,HP_ProLiant_G5,1.0,1.0
0,pm_0444,0,HP_ProLiant_G5,1.0,1.0
0,pm_0445,0,HP_ProLiant_G5,1.0,1.0
0,pm_0446,0,HP_ProLiant_G5,1.0,1.0
0,pm_0447,0,HP_ProLiant_G5,1.0,1.0
0,pm_0448,0,HP_ProLiant_G5,1.0,1.0
0,pm_0449,0,HP_ProLiant_G5,1.0,1.0
0,pm_0450,0,HP_ProLiant_G5,1.0,1.0
0,pm_0451,0,HP_ProLiant_G5,1.0,1.0
0,pm_0452,0,HP_ProLiant_G5,1.0,1.0
0,pm_0453,0,HP_ProLiant_G5,1.0,1.0
0,pm_0454,0,HP_ProLiant_G5,1.0,1.0
0,pm_0455,0,HP_ProLiant_G5,1.0,1.0
0,pm_0456,0,HP_ProLiant_G5,1.0,1.0
0,pm_0457,0,HP_ProLiant_G5,1.0,1.0
0,pm_0458,0,HP_ProLiant_G5,1.0,1.0
0,pm_0459,0,HP_ProLiant_G5,1.0,1.0
0,pm_0460,0,HP_ProLiant_G5,1.0,1.0
0,pm_0461,0,HP_ProLiant_G5,1.0,1.0
0,pm_0462,0,HP_ProLiant_G5,1.0,1.0
0,pm_0463,0,HP_ProLiant_G5,1.0,1.0
0,pm_0464,0,HP_ProLiant_G5,1.0,1.0
