timestamp,job_id,task_index,vm_id,machine_id,event_type,priority,cpu_request,memory_request,true_cluster,is_ml_set
0,110,0,vm_00110,pm_0021,0,152,0.0336,0.0662,1,True
0,111,0,vm_00111,pm_0093,0,290,0.1257,0.0099,3,True
0,112,0,vm_00112,pm_0069,0,141,0.1492,0.0178,3,True
0,113,0,vm_00113,pm_0666,0,255,0.0804,0.0154,3,True
0,114,0,vm_00114,pm_0270,0,133,0.0892,0.0556,1,True
0,115,0,vm_00115,pm_0121,0,31,0.0675,0.0721,1,True
0,116,0,vm_00116,pm_0548,0,25,0.0685,0.0577,1,True
0,117,0,vm_00117,pm_0160,0,254,0.0826,0.0756,1,True
0,118,0,vm_00118,pm_0206,0,222,0.1857,0.0185,3,True
0,119,0,vm_00119,pm_0204,0,55,0.0633,0.059,1,True
0,120,0,vm_00120,pm_0095,0,292,0.4421,0.017,2,True
0,121,0,vm_00121,pm_0023,0,124,0.0798,0.0512,1,True
0,122,0,vm_00122,pm_0525,0,229,0.4053,0.02,2,True
0,123,0,vm_00123,pm_0513,0,52,0.0945,0.0712,1,True
0,124,0,vm_00124,pm_0064,0,100,0.3124,0.0173,2,True
0,125,0,vm_00125,pm_0757,0,291,0.0954,0.0509,1,True
0,126,0,vm_00126,pm_0133,0,266,0.0598,0.067,1,True
0,127,0,vm_00127,pm_0556,0,282,0.0264,0.0486,1,True
0,128,0,vm_00128,pm_0745,0,1,0.049,0.0584,1,True
0,129,0,vm_00129,pm_0541,0,21,0.1162,0.0108,3,True
0,130,0,vm_00130,pm_0133,0,65,0.3475,0.012,2,True
0,131,0,vm_00131,pm_0322,0,211,0.2039,0.0158,3,True
0,132,0,vm_00132,pm_0319,0,235,0.0562,0.0532,1,True
0,133,0,vm_00133,pm_0248,0,16,0.0526,0.065,1,True
0,134,0,vm_00134,pm_0057,0,13,0.0552,0.059,1,True
0,135,0,vm_00135,pm_0379,0,6,0.3124,0.0204,2,True
0,136,0,vm_00136,pm_0231,0,221,0.1135,0.0105,3,True
0,137,0,vm_00137,pm_0130,0,103,0.132,0.0178,3,True
0,138,0,vm_00138,pm_0492,0,0,0.1261,0.0143,3,True
0,139,0,vm_00139,pm_0222,0,286,0.0521,0.0615,1,True
0,140,0,vm_00140,pm_0527,0,246,0.0414,0.0529,1,True
0,141,0,vm_00141,pm_0349,0,90,0.1566,0.017,3,True
0,142,0,vm_00142,pm_0059,0,213,0.0826,0.0635,1,True
0,143,0,vm_00143,pm_0185,0,42,0.1678,0.014,3,True
0,144,0,vm_00144,pm_0683,0,73,0.1352,0.0115,3,True
0,145,0,vm_00145,pm_0754,0,241,0.0711,0.0729,1,True
0,146,0,vm_00146,pm_0142,0,48,0.0542,0.0515,1,True
0,147,0,vm_00147,pm_0790,0,221,0.0683,0.0726,1,True
0,148,0,vm_00148,pm_0429,0,143,0.1251,0.0097,3,True
0,149,0,vm_00149,pm_0398,0,208,0.1827,0.0139,3,True
0,150,0,vm_00150,pm_0691,0,98,0.1749,0.0073,3,True
0,151,0,vm_00151,pm_0494,0,187,0.4044,0.02,2,True
0,152,0,vm_00152,pm_0756,0,113,0.5969,0.0194,2,True
0,153,0,vm_00153,pm_0060,0,174,0.3553,0.0171,2,True
0,154,0,vm_00154,pm_0552,0,270,0.0629,0.0701,1,True
0,155,0,vm_00155,pm_0217,0,62,0.1318,0.0139,3,True
0,156,0,vm_00156,pm_0218,0,283,0.3113,0.016,2,True
0,157,0,vm_00157,pm_0010,0,224,0.1449,0.0129,3,True
0,158,0,vm_00158,pm_0256,0,160,0.2487,0.0081,3,True
0,159,0,vm_00159,pm_0538,0,35,0.0487,0.0627,1,True
0,160,0,vm_00160,pm_0690,0,140,0.049,0.0694,1,True
0,161,0,vm_00161,pm_0763,0,195,0.1575,0.0155,3,True
0,162,0,vm_00162,pm_0176,0,150,0.1283,0.0157,3,True
0,163,0,vm_00163,pm_0507,0,268,0.1129,0.0695,1,True
0,164,0,vm_00164,pm_0207,0,39,0.0489,0.0475,1,True
0,165,0,vm_00165,pm_0134,0,237,0.1077,0.0667,1,True
0,166,0,vm_00166,pm_0378,0,221,0.5425,0.0155,2,True
0,167,0,vm_00167,pm_0686,0,280,0.2439,0.0108,3,True
0,168,0,vm_00168,pm_0043,0,224,0.1534,0.0117,3,True
0,169,0,vm_00169,pm_0785,0,153,0.0518,0.0468,1,True
0,170,0,vm_00170,pm_0442,0,279,0.0785,0.0623,1,True
0,171,0,vm_00171,pm_0694,0,38,0.1316,0.0154,3,True
0,172,0,vm_00172,pm_0010,0,216,0.1064,0.0159,3,True
0,173,0,vm_00173,pm_0778,0,243,0.1798,0.014,3,True
0,174,0,vm_00174,pm_0004,0,108,0.4599,0.0147,2,True
0,175,0,vm_00175,pm_0420,0,60,0.1488,0.0139,3,True
0,176,0,vm_00176,pm_0665,0,197,0.2208,0.0157,3,True
0,177,0,vm_00177,pm_0126,0,275,0.1483,0.0119,3,True
0,178,0,vm_00178,pm_0088,0,171,0.0337,0.0771,1,True
0,179,0,vm_00179,pm_0657,0,271,0.2972,0.0109,2,True
0,180,0,vm_00180,pm_0269,0,270,0.1084,0.0174,3,True
0,181,0,vm_00181,pm_0574,0,41,0.0751,0.0477,1,True
0,182,0,vm_00182,pm_0615,0,188,0.1227,0.0109,3,True
0,183,0,vm_00183,pm_0028,0,259,0.3535,0.0149,2,True
0,184,0,vm_00184,pm_0324,0,151,0.1995,0.011,3,True
0,185,0,vm_00185,pm_0009,0,130,0.0413,0.0492,1,True
0,186,0,vm_00186,pm_0017,0,113,0.0463,0.0645,1,True
0,187,0,vm_00187,pm_0652,0,221,0.1055,0.0143,3,True
0,188,0,vm_00188,pm_0290,0,53,0.0546,0.0557,1,True
0,189,0,vm_00189,pm_0786,0,295,0.067,0.0152,3,True
0,190,0,vm_00190,pm_0761,0,41,0.0496,0.0777,1,True
0,191,0,vm_00191,pm_0245,0,92,0.0932,0.0168,3,True
0,192,0,vm_00192,pm_0583,0,259,0.1102,0.0138,3,True
0,193,0,vm_00193,pm_0264,0,280,0.1207,0.0106,3,True
0,194,0,vm_00194,pm_0259,0,191,0.0632,0.0517,1,True
0,195,0,vm_00195,pm_0622,0,124,0.1189,0.0062,3,True
0,196,0,vm_00196,pm_0210,0,295,0.2276,0.0136,2,True
0,197,0,vm_00197,pm_0580,0,34,0.0557,0.0492,1,True
0,198,0,vm_00198,pm_0216,0,46,0.0448,0.0796,1,True
0,199,0,vm_00199,pm_0168,0,152,0.0806,0.0493,1,True
0,200,0,vm_00200,pm_0098,0,237,0.1221,0.0123,3,True
0,201,0,vm_00201,pm_0478,0,4,0.1258,0.019,3,True
0,202,0,vm_00202,pm_0104,0,124,0.0793,0.067,1,True
0,203,0,vm_00203,pm_0372,0,86,0.1249,0.0091,3,True
0,204,0,vm_00204,pm_0346,0,2,0.0578,0.0442,1,True
0,205,0,vm_00205,pm_0156,0,164,0.0817,0.076,1,True
0,206,0,vm_00206,pm_0068,0,222,0.0613,0.0606,1,True
0,207,0,vm_00207,pm_0633,0,296,0.0855,0.0373,1,True
0,208,0,vm_00208,pm_0057,0,24,0.134,0.0099,3,True
0,209,0,vm_00209,pm_0610,0,38,0.335,0.017,2,True
0,210,0,vm_00210,pm_0116,0,104,0.0622,0.0556,1,True
0,211,0,vm_00211,pm_0511,0,4,0.1639,0.0196,3,True
0,212,0,vm_00212,pm_0728,0,135,0.1038,0.0098,3,True
0,213,0,vm_00213,pm_0206,0,3,0.738,0.0144,2,True
0,214,0,vm_00214,pm_0798,0,168,0.0757,0.0509,1,True
0,215,0,vm_00215,pm_0787,0,77,0.1024,0.0109,3,True
0,216,0,vm_00216,pm_0193,0,18,0.1516,0.0124,3,True
0,217,0,vm_00217,pm_0726,0,204,0.0854,0.0195,3,True
0,218,0,vm_00218,pm_0118,0,32,0.0508,0.0657,1,True
0,219,0,vm_00219,pm_0433,0,149,0.0393,0.0552,1,True
0,220,0,vm_00220,pm_0144,0,192,0.0795,0.0503,1,True
0,221,0,vm_00221,pm_0788,0,138,0.111,0.0137,3,True
0,222,0,vm_00222,pm_0295,0,271,0.0443,0.0517,1,True
0,223,0,vm_00223,pm_0438,0,195,0.0644,0.0691,1,True
0,224,0,vm_00224,pm_0279,0,126,0.5937,0.0183,2,True
0,225,0,vm_00225,pm_0284,0,230,0.5297,0.009,2,True
0,226,0,vm_00226,pm_0417,0,43,0.1234,0.0115,3,True
0,227,0,vm_00227,pm_0251,0,229,0.6166,0.0244,2,True
0,228,0,vm_00228,pm_0648,0,215,0.096,0.0504,1,True
0,229,0,vm_00229,pm_0563,0,243,0.1802,0.0121,3,True
0,230,0,vm_00230,pm_0481,0,8,0.101,0.0126,3,True
0,231,0,vm_00231,pm_0302,0,249,0.1036,0.0167,3,True
0,232,0,vm_00232,pm_0650,0,199,0.4451,0.026,2,True
0,233,0,vm_00233,pm_0543,0,78,0.133,0.015,3,True
0,234,0,vm_00234,pm_0792,0,244,0.0611,0.0596,1,True
0,235,0,vm_00235,pm_0396,0,189,0.0784,0.0654,1,True
0,236,0,vm_00236,pm_0277,0,85,0.0765,0.0139,3,True
0,237,0,vm_00237,pm_0755,0,270,0.1577,0.0198,3,True
0,238,0,vm_00238,pm_0414,0,261,0.5807,0.025,2,True
0,239,0,vm_00239,pm_0674,0,0,0.1565,0.0181,3,True
0,240,0,vm_00240,pm_0344,0,19,0.4611,0.0219,2,True
0,241,0,vm_00241,pm_0608,0,129,0.0887,0.0697,1,True
0,242,0,vm_00242,pm_0795,0,257,0.0566,0.0574,1,True
0,243,0,vm_00243,pm_0240,0,130,0.2273,0.0169,3,True
0,244,0,vm_00244,pm_0205,0,6,0.1376,0.0148,3,True
0,245,0,vm_00245,pm_0020,0,240,0.1604,0.0114,3,True
0,246,0,vm_00246,pm_0635,0,191,0.0833,0.0645,1,True
0,247,0,vm_00247,pm_0370,0,296,0.1409,0.0104,3,True
0,248,0,vm_00248,pm_0552,0,114,0.1049,0.0619,1,True
0,249,0,vm_00249,pm_0203,0,101,0.0841,0.0484,1,True
0,250,0,vm_00250,pm_0486,0,0,0.5807,0.0183,2,True
0,251,0,vm_00251,pm_0397,0,24,0.1587,0.0168,3,True
0,252,0,vm_00252,pm_0608,0,208,0.0533,0.0721,1,True
0,253,0,vm_00253,pm_0723,0,142,0.0919,0.0515,1,True
0,254,0,vm_00254,pm_0222,0,196,0.1075,0.0124,3,True
0,255,0,vm_00255,pm_0263,0,144,0.0732,0.0715,1,True
0,256,0,vm_00256,pm_0631,0,148,0.1081,0.008,3,True
0,257,0,vm_00257,pm_0580,0,180,0.1122,0.0179,3,True
0,258,0,vm_00258,pm_0350,0,54,0.0541,0.0554,1,True
0,259,0,vm_00259,pm_0612,0,137,0.083,0.0521,1,True
0,260,0,vm_00260,pm_0607,0,208,0.1428,0.0129,3,True
0,261,0,vm_00261,pm_0539,0,184,0.1218,0.0127,3,True
0,262,0,vm_00262,pm_0363,0,64,0.135,0.0137,3,True
0,263,0,vm_00263,pm_0180,0,36,0.1414,0.0115,3,True
0,264,0,vm_00264,pm_0792,0,111,0.1705,0.0113,3,True
0,265,0,vm_00265,pm_0095,0,262,0.4637,0.0156,2,True
0,266,0,vm_00266,pm_0508,0,75,0.4428,0.0149,2,True
0,267,0,vm_00267,pm_0307,0,295,0.0706,0.075,1,True
0,268,0,vm_00268,pm_0720,0,177,0.0388,0.0514,1,True
0,269,0,vm_00269,pm_0254,0,253,0.1232,0.0178,3,True
0,270,0,vm_00270,pm_0780,0,0,0.0611,0.0707,1,True
0,271,0,vm_00271,pm_0485,0,147,0.354,0.0159,2,True
0,272,0,vm_00272,pm_0670,0,158,0.4779,0.0153,2,True
0,273,0,vm_00273,pm_0339,0,267,0.8086,0.0136,2,True
0,274,0,vm_00274,pm_0468,0,149,0.168,0.0165,3,True
0,275,0,vm_00275,pm_0058,0,128,0.7157,0.014,2,True
0,276,0,vm_00276,pm_0668,0,125,0.1575,0.0148,3,True
0,277,0,vm_00277,pm_0339,0,0,0.0994,0.0161,3,True
0,278,0,vm_00278,pm_0424,0,116,0.101,0.013,3,True
0,279,0,vm_00279,pm_0217,0,148,0.1248,0.0128,3,True
0,280,0,vm_00280,pm_0077,0,268,0.5391,0.0145,2,True
0,281,0,vm_00281,pm_0627,0,188,0.0635,0.0771,1,True
0,282,0,vm_00282,pm_0329,0,140,0.0814,0.0712,1,True
0,283,0,vm_00283,pm_0477,0,104,0.0775,0.0131,3,True
0,284,0,vm_00284,pm_0306,0,251,0.3379,0.0138,2,True
0,285,0,vm_00285,pm_0084,0,280,0.175,0.0107,3,True
0,286,0,vm_00286,pm_0252,0,100,0.5764,0.0195,2,True
0,287,0,vm_00287,pm_0488,0,281,0.1104,0.0079,3,True
0,288,0,vm_00288,pm_0392,0,162,0.14,0.0159,3,True
0,289,0,vm_00289,pm_0357,0,202,0.0818,0.0584,1,True
0,290,0,vm_00290,pm_0314,0,99,0.0688,0.0611,1,True
0,291,0,vm_00291,pm_0149,0,280,0.059,0.0571,1,True
0,292,0,vm_00292,pm_0036,0,256,0.0487,0.0614,1,True
0,293,0,vm_00293,pm_0442,0,93,0.0677,0.0172,3,True
0,294,0,vm_00294,pm_0746,0,278,0.0978,0.0165,3,True
0,295,0,vm_00295,pm_0646,0,226,0.0796,0.0642,1,True
0,296,0,vm_00296,pm_0384,0,149,0.08,0.063,1,True
0,297,0,vm_00297,pm_0197,0,61,0.3893,0.0153,2,True
0,298,0,vm_00298,pm_0130,0,128,0.2988,0.0182,2,True
0,299,0,vm_00299,pm_0338,0,186,0.08,0.0492,1,True
0,300,0,vm_00300,pm_0602,0,67,0.1483,0.0117,3,True
0,301,0,vm_00301,pm_0739,0,29,0.051,0.0409,1,True
0,302,0,vm_00302,pm_0119,0,274,0.1025,0.0431,1,True
0,303,0,vm_00303,pm_0442,0,126,0.1259,0.0181,3,True
0,304,0,vm_00304,pm_0258,0,212,0.0972,0.0196,3,True
0,305,0,vm_00305,pm_0533,0,133,0.3121,0.0212,2,True
0,306,0,vm_00306,pm_0001,0,218,0.0861,0.0603,1,True
0,307,0,vm_00307,pm_0408,0,156,0.0792,0.0631,1,True
0,308,0,vm_00308,pm_0092,0,187,0.0836,0.0656,1,True
0,309,0,vm_00309,pm_0355,0,161,0.0805,0.071,1,True
0,310,0,vm_00310,pm_0706,0,128,0.266,0.0167,3,True
0,311,0,vm_00311,pm_0065,0,88,0.1102,0.0467,1,True
0,312,0,vm_00312,pm_0450,0,161,0.1417,0.0169,3,True
0,313,0,vm_00313,pm_0752,0,35,0.1574,0.0172,3,True
0,314,0,vm_00314,pm_0580,0,226,0.0959,0.0166,3,True
0,315,0,vm_00315,pm_0486,0,150,0.0783,0.0531,1,True
0,316,0,vm_00316,pm_0072,0,80,0.1167,0.0172,3,True
1,317,0,vm_00317,pm_0592,0,46,0.0438,0.0589,1,True
1,318,0,vm_00318,pm_0727,0,203,0.3342,0.021,2,True
1,319,0,vm_00319,pm_0178,0,147,0.0484,0.0808,1,True
1,320,0,vm_00320,pm_0495,0,230,0.4272,0.0198,2,True
1,321,0,vm_00321,pm_0174,0,26,0.1451,0.0156,3,True
1,322,0,vm_00322,pm_0497,0,188,0.0637,0.077,1,True
1,323,0,vm_00323,pm_0784,0,164,0.15,0.0136,3,True
1,324,0,vm_00324,pm_0267,0,211,0.1367,0.01,3,True
1,325,0,vm_00325,pm_0588,0,74,0.05,0.052,1,True
1,326,0,vm_00326,pm_0713,0,91,0.1762,0.0142,3,True
1,327,0,vm_00327,pm_0037,0,61,0.0588,0.0458,1,True
1,328,0,vm_00328,pm_0246,0,65,0.1465,0.0136,3,True
1,329,0,vm_00329,pm_0280,0,79,0.1103,0.0628,1,True
1,330,0,vm_00330,pm_0070,0,139,0.6004,0.0218,2,True
1,331,0,vm_00331,pm_0370,0,129,0.0591,0.0646,1,True
1,332,0,vm_00332,pm_0423,0,253,0.6744,0.014,2,True
1,333,0,vm_00333,pm_0408,0,28,0.1904,0.0183,3,True
1,334,0,vm_00334,pm_0545,0,201,0.167,0.0146,3,True
1,335,0,vm_00335,pm_0649,0,236,0.048,0.0554,1,True
1,336,0,vm_00336,pm_0235,0,86,0.2844,0.0186,2,True
1,337,0,vm_00337,pm_0225,0,95,0.19,0.0171,3,True
1,338,0,vm_00338,pm_0171,0,286,0.1676,0.0109,3,True
1,339,0,vm_00339,pm_0470,0,288,0.0715,0.011,3,True
1,340,0,vm_00340,pm_0261,0,251,0.4396,0.024,2,True
1,341,0,vm_00341,pm_0395,0,179,0.071,0.0475,1,True
1,342,0,vm_00342,pm_0117,0,99,0.0736,0.017,3,True
1,343,0,vm_00343,pm_0452,0,72,0.1104,0.0151,3,True
1,344,0,vm_00344,pm_0498,0,130,0.0865,0.0591,1,True
1,345,0,vm_00345,pm_0039,0,181,0.0397,0.0694,1,True
1,346,0,vm_00346,pm_0430,0,193,0.1769,0.0128,3,True
1,347,0,vm_00347,pm_0011,0,17,0.125,0.009,3,True
1,348,0,vm_00348,pm_0343,0,125,0.1752,0.0116,3,True
1,349,0,vm_00349,pm_0745,0,210,0.114,0.0204,3,True
1,350,0,vm_00350,pm_0715,0,6,0.0516,0.0688,1,True
1,351,0,vm_00351,pm_0535,0,113,0.5122,0.0168,2,True
1,352,0,vm_00352,pm_0346,0,83,0.0574,0.0598,1,True
1,353,0,vm_00353,pm_0566,0,101,0.0801,0.0667,1,True
1,354,0,vm_00354,pm_0247,0,92,0.0552,0.057,1,True
1,355,0,vm_00355,pm_0568,0,101,0.2561,0.0203,2,True
1,356,0,vm_00356,pm_0123,0,250,0.0479,0.0485,1,True
1,357,0,vm_00357,pm_0359,0,23,0.0441,0.0617,1,True
1,358,0,vm_00358,pm_0618,0,166,0.1852,0.0124,3,True
1,359,0,vm_00359,pm_0113,0,139,0.0963,0.0613,1,True
1,360,0,vm_00360,pm_0492,0,93,0.038,0.0394,1,True
1,361,0,vm_00361,pm_0265,0,180,0.1839,0.0177,3,True
1,362,0,vm_00362,pm_0447,0,63,0.0928,0.0131,3,True
1,363,0,vm_00363,pm_0259,0,3,0.1662,0.0129,3,True
1,364,0,vm_00364,pm_0297,0,93,0.0787,0.0536,1,True
1,365,0,vm_00365,pm_0586,0,271,0.2155,0.0166,3,True
1,366,0,vm_00366,pm_0318,0,282,0.0553,0.0662,1,True
1,367,0,vm_00367,pm_0691,0,131,0.2079,0.014,3,True
1,368,0,vm_00368,pm_0412,0,71,0.1427,0.0162,3,True
1,369,0,vm_00369,pm_0530,0,80,0.0784,0.0681,1,True
1,370,0,vm_00370,pm_0662,0,173,0.5718,0.0166,2,True
1,371,0,vm_00371,pm_0685,0,299,0.081,0.0713,1,True
1,372,0,vm_00372,pm_0265,0,51,0.1487,0.0167,3,True
1,373,0,vm_00373,pm_0745,0,289,0.2851,0.0125,2,True
1,374,0,vm_00374,pm_0255,0,236,0.0991,0.0158,3,True
1,375,0,vm_00375,pm_0778,0,276,0.7179,0.0172,2,True
1,376,0,vm_00376,pm_0208,0,279,0.1291,0.011,3,True
1,377,0,vm_00377,pm_0305,0,43,0.0823,0.0738,1,True
1,378,0,vm_00378,pm_0151,0,253,0.1382,0.0576,1,True
1,379,0,vm_00379,pm_0490,0,133,0.2695,0.0221,2,True
1,380,0,vm_00380,pm_0010,0,55,0.2787,0.0143,2,True
1,381,0,vm_00381,pm_0750,0,13,0.1973,0.0105,3,True
1,382,0,vm_00382,pm_0292,0,177,0.0891,0.0584,1,True
1,383,0,vm_00383,pm_0507,0,100,0.4496,0.0145,2,True
1,384,0,vm_00384,pm_0591,0,179,0.0789,0.0601,1,True
1,385,0,vm_00385,pm_0501,0,256,0.1478,0.0159,3,True
1,386,0,vm_00386,pm_0562,0,267,0.0981,0.0697,1,True
1,387,0,vm_00387,pm_0023,0,36,0.4427,0.018,2,True
1,388,0,vm_00388,pm_0684,0,203,0.0955,0.0111,3,True
